book_id	book_title	number	headword	native_definition_en	japanese_meaning	etymology	example_B_en	example_B_ja	example_C_en	example_C_ja	example_D_en	example_D_ja
dist1	Distinction I	90	deal-breaker		取引を壊す		Snoring is literally a deal breaker for me. I'm like, don't be with an a 5 meter radius of me if you snore.	私にとっていびきは文字通り取引の妨げになります。いびきをかいているなら私の半径5メートル以内にいないでください、という感じです。	A damage strew can be a deal breaker for many home buyers.	損害の蔓延は、多くの住宅購入者にとって取引の妨げとなる可能性があります。	specific issue that will cause a deal or relationship to fail.	取引や関係が失敗する原因となる特定の問題。
dist1	Distinction I	91	loaded		ロード済み		He's loaded from running his house on Airbnb.	彼はAirbnbで家を経営するのに大忙しだ。	My boss drives it for Ari. He must be loaded.	私の上司がアリのために運転します。彼は荷が積もっているに違いない。	Rich.	リッチ。
dist1	Distinction I	92	double-check sth/(that)		sth/(that) を再確認してください		I'm fairly certain that figure is right, but I'll double check that and get back to you.	この数字が正しいことはかなり確信していますが、もう一度確認してご連絡いたします。	Can you double check that you locked the house?	家に鍵をかけたかどうかもう一度確認してもらえますか？	Verify something.	何かを確認してください。
dist1	Distinction I	93	cutting-edge		最先端		AI and similar cutting edge technologies raise many complex ethical issues.	AI および同様の最先端テクノロジーは、多くの複雑な倫理的問題を引き起こします。	The car is not cutting edge. It doesn't even have power windows.	車は最先端ではありません。パワーウィンドウすらありません。	Most innovate over newest.	ほとんどは最新のものよりも革新的なものです。
dist1	Distinction I	94	go in circles		輪になって行く		This discussion is going in circles.	この議論は堂々巡りになっています。	I gave it call to their customer care team, but it kept going in circles with the automated services. Give me a break.	私は顧客ケアチームに電話をかけましたが、自動化されたサービスが堂々巡りを続けました。休憩を与えてください。	Not progress.	進歩していない。
dist1	Distinction I	95	chill out		冷静になる		Tony should chill out before he heard someone.	トニーは誰かの声を聞く前に落ち着くべきだ。	I just want to chill out on the couch tonight.	今夜はソファでくつろぎたいだけです。	Calm down. Relax.	落ち着け。リラックス。
dist1	Distinction I	96	break for lunch		昼食の休憩		Let's break for lunch and come back to this problem later.	昼食のために休憩して、後でこの問題に戻りましょう。	I'm pretty hungry, so can we break for lunch, sin?	かなりお腹が空いたので、昼食に休憩してもいいですか？	Pause and have lunch.	休憩して昼食をとります。
dist1	Distinction I	97	roughly		だいたい		Red is roughly the same color's crimson, isn't it?	赤はほぼ同じ色の深紅ですね。	Why you told me is roughly correct?	なぜそれがほぼ正しいと私に言ったのですか？	Approximately.	約。
dist1	Distinction I	98	stretch		ストレッチ		It's a stretch to say John is a nice person.	ジョンがいい人だというのは言い過ぎだ。	It's a stretch to say $1 million isn't insignificant amount of money.	100万ドルが決して重要な金額ではないと言うのは言い過ぎです。	Exaggeration	過言
dist1	Distinction I	99	on the right track		正しい道で		Are you on the right track with the task?	タスクは正しい方向に進んでいますか?	Once you find the right study strategy that works for you, make sure you stick with it and you'll be on the right track.	自分に合った適切な学習戦略を見つけたら、必ずそれを貫いてください。そうすれば、正しい軌道に乗ることができます。	progressing well.	順調に進んでいます。
